cant.mtx,4,0.463482,69.1701,42.1549,19.538
cant.mtx,8,0.593539,108.027,61.9605,36.776
cant.mtx,12,0.726157,132.447,74.696,54.241
cant.mtx,16,0.861731,148.812,84.1736,72.535
cant.mtx,32,1.41444,181.325,104.16,147.328
cant.mtx,64,2.52738,202.956,117.472,296.896
webbase-1M.mtx,,,,,
thermal2.mtx,3,6.20423,8.29787,8.70906,54.033
thermal2.mtx,4,6.30032,10.8951,11.7773,74.201
thermal2.mtx,8,6.81218,20.1529,18.8609,128.484
thermal2.mtx,12,7.3568,27.9915,25.4836,187.478
thermal2.mtx,16,7.81791,35.1207,30.9573,242.021
thermal2.mtx,32,9.68239,56.7154,47.6843,461.698
thermal2.mtx,64,13.744,79.9095,75.1994,1033.54
nlpkkt80.mtx,3,5.94516,28.9695,14.647,87.079
nlpkkt80.mtx,4,6.04661,37.9779,20.2365,122.362
nlpkkt80.mtx,8,6.79017,67.6382,42.0818,285.743
nlpkkt80.mtx,12,7.6739,89.7734,55.5553,426.326
nlpkkt80.mtx,16,8.60018,106.806,65.6733,564.802
nlpkkt80.mtx,32,12.1258,151.503,91.5467,1110.08
nlpkkt80.mtx,64,19.2175,191.19,116.896,2246.46
PR02R.mtx,3,1.22323,40.1484,22.6956,27.762
PR02R.mtx,4,1.26564,51.7375,28.8375,36.498
PR02R.mtx,8,1.61869,80.9062,44.1042,71.391
PR02R.mtx,12,2.02375,97.0689,55.2534,111.819
PR02R.mtx,16,2.43122,107.734,59.9155,145.668
PR02R.mtx,32,4.11511,127.299,76.3983,314.387
PR02R.mtx,64,7.48718,139.932,87.6999,656.625
af_1_k101.mtx,3,2.90957,36.1923,19.2647,56.052
af_1_k101.mtx,4,2.97867,47.137,27.1145,80.765
af_1_k101.mtx,8,3.45554,81.264,52.4925,181.39
af_1_k101.mtx,12,3.96676,106.187,67.6978,268.541
af_1_k101.mtx,16,4.47018,125.637,81.2991,363.422
af_1_k101.mtx,32,6.52693,172.094,112.287,732.891
af_1_k101.mtx,64,10.7049,209.855,136.132,1457.29
ML_Laplace.mtx,3,2.63858,62.9656,35.8977,94.719
ML_Laplace.mtx,4,2.72222,81.3746,45.3831,123.543
ML_Laplace.mtx,8,3.39468,130.51,74.4078,252.591
ML_Laplace.mtx,12,4.16865,159.418,93.7273,390.716
ML_Laplace.mtx,16,4.94682,179.121,103.958,514.261
ML_Laplace.mtx,32,8.11125,218.481,128.282,1040.53
ML_Laplace.mtx,64,14.4839,244.707,151.099,2188.5
Cube_Coup_dt0.mtx,3,13.3885,57.0071,35.2922,472.508
Cube_Coup_dt0.mtx,4,13.7921,73.7851,44.8596,618.707
Cube_Coup_dt0.mtx,8,16.7391,121.59,71.9261,1203.97
Cube_Coup_dt0.mtx,12,20.1481,151.526,90.4416,1822.22
Cube_Coup_dt0.mtx,16,25.4766,159.778,95.5008,2433.03
Cube_Coup_dt0.mtx,32,42.825,190.104,112.012,4796.89
Cube_Coup_dt0.mtx,64,68.2634,238.523,156.542,10686.1
